2025-04-29 09:56:07.640 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (6, 6)} | Text: can owe tell us exactly the details , the precise details of how you arrested the suspect ?
2025-04-29 09:56:33.464 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (7, 7), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (2, 2), (6, 6)} | Text: if so , should that affect the legitimacy of the election ?
2025-04-29 09:56:33.470 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (14, 14), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (2, 2), (6, 6), (11, 11)} | Text: are there minimal requirements before an election can be considered an legitimate election ?
2025-04-29 09:56:33.485 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (37, 37), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: jordanian authorities on monday said jordan's first female lawmaker was ineligible to run in june 17 parliamentary elections following her conviction last year over publishing information that harmed the government's reputation .
2025-04-29 09:56:33.489 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: the other option , and what the us seems to be trying , is to somehow fudge the election so sistani does not win , that raise doubts about the outcome , claiming fraud , do anything so that the election causes to results .
2025-04-29 09:56:33.492 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (15, 15)} | Text: they kept on scheduling them and they we're saying , oh , no no no , you know .
2025-04-29 09:56:33.496 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (2, 2), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: local leaders did their jobs , but national leaders , pressuring tv stations to lie , associating with old communist ex-president ion iliescu , failed to win in big cities .
2025-04-29 09:56:33.503 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (37, 37), (39, 39), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (22, 22), (31, 31), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: bush cabinet president bush has just been elected to another term in office , and he has already started to appoint new people to his political cabinet as current members like colin powell and john ashcroft resign .
2025-04-29 09:56:33.505 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (22, 22), (24, 24)} | Text: you become honorable by winning an election of some sort or having a high post , being an ambassador or a governor or some thing .
2025-04-29 09:56:33.509 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: syria has occupied lebanon , they are in violation of security council resolution 1559 stating that there should be no foreign forces in lebanon and that lebabon should be allowed to have free elections .
2025-04-29 09:56:33.525 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (37, 37), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: jordanian authorities on monday said jordan's first female lawmaker was ineligible to run in june 17 parliamentary elections following her conviction last year over publishing information that harmed the government's reputation .
2025-04-29 09:56:33.534 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (37, 37), (39, 39), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (22, 22), (31, 31), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: bush cabinet president bush has just been elected to another term in office , and he has already started to appoint new people to his political cabinet as current members like colin powell and john ashcroft resign .
2025-04-29 09:56:33.537 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (24, 24)} | Text: mischie was right to criticize the national leaders , because psd got a good share in the elections in his area .
2025-04-29 09:56:33.538 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (5, 5), (7, 7), (9, 9), (1, 1), (10, 10), (3, 3), (2, 2), (6, 6)} | Text: a few people will turn out and elect somebody .
2025-04-29 09:56:33.539 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (5, 5), (7, 7), (9, 9), (1, 1), (3, 3), (2, 2), (6, 6)} | Text: he lost an election to a dead man .
2025-04-29 09:56:33.542 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (33, 33), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (3, 3), (12, 12), (21, 21), (22, 22), (8, 8), (17, 17), (27, 27), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: his warning comes as gun crime incidents are averaging about 29 a day in england and wales , more than twice the level of when the labour government came to power in 1997 .
2025-04-29 09:56:33.548 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: some of the national democratic operatives think john edwards is going to run for president and that he ought to get out and concentrate on being reelected senator of north carolina which won't be easy .
2025-04-29 09:56:33.572 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (29, 29), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (3, 3), (12, 12), (21, 21), (19, 19), (6, 6), (22, 22), (24, 24)} | Text: the truth about this election is this : florida and ohio had to go for bush in order for him to ` ` win'' the election .
2025-04-29 09:56:33.575 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (15, 15)} | Text: much of the country is unstable , but national elections are still scheduled to take place in iraq in january .
2025-04-29 09:56:33.582 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (5, 5), (7, 7), (1, 1), (3, 3), (2, 2)} | Text: it was a very brutal election .
2025-04-29 09:56:33.589 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: -lrb-of course , the republicans would have thought the wa state election * was * perfect , had their candidate held the same 100 and some vote margin when all the smoke finally cleared-rrb-.
2025-04-29 09:56:33.590 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (26, 26), (10, 10), (19, 19), (3, 3), (21, 21), (6, 6), (22, 22), (24, 24)} | Text: i don't know why-how he got elected , i mean , there's a lot of people that did vote .
2025-04-29 09:56:33.598 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(56, 56), (52, 52), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (57, 57), (34, 34), (11, 11), (53, 53), (30, 30), (7, 7), (16, 16), (25, 25), (58, 58), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (49, 49), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (54, 54), (13, 13), (32, 32), (18, 18), (55, 55), (41, 41), (50, 50), (59, 59), (51, 51), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: the same group of people who have said ` ` even if some regions are too unsafe for people to go to the polls and even if large portions of the population will not recognize the legitimacy of the outcome , some election is better than no election , and it's a great day for democracy !
2025-04-29 09:56:33.603 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (22, 22)} | Text: i didn't particularly like the the tone about the the religious uh-- side of-- the that election .
2025-04-29 09:56:33.603 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: do you think the elections scheduled for january will take place , and if not , then what ?
2025-04-29 09:56:33.607 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: the other option , and what the us seems to be trying , is to somehow fudge the election so sistani does not win , that raise doubts about the outcome , claiming fraud , do anything so that the election causes to results .
2025-04-29 09:56:33.611 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (14, 14), (7, 7), (9, 9), (1, 1), (13, 13), (10, 10), (12, 12), (6, 6), (11, 11)} | Text: he came to office in 1991 and served two five-year terms .
2025-04-29 09:56:33.621 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (14, 14), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (2, 2), (6, 6), (11, 11)} | Text: are there minimal requirements before an election can be considered an legitimate election ?
2025-04-29 09:56:33.622 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (7, 7), (9, 9), (1, 1), (3, 3), (12, 12), (2, 2), (6, 6), (11, 11)} | Text: you are talking about physically restricted to vote at election day .
2025-04-29 09:56:33.626 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (21, 21), (22, 22), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: ` ` the excuse is invalid because i've been convicted on political not criminal grounds , which doesn't violate my right for contesting the elections ,'' faisal told the associated press .
2025-04-29 09:56:33.636 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (48, 48), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: um , yeah , ok-um , eh , uh , it was talking something about , uh , the war in iraq , um , i guess , yeah , it's a good thing-- about the elections that are going on .
2025-04-29 09:56:33.641 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (37, 37), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: jordanian authorities on monday said jordan's first female lawmaker was ineligible to run in june 17 parliamentary elections following her conviction last year over publishing information that harmed the government's reputation .
2025-04-29 09:56:33.653 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: think about this objectively-lrb-forget the us is involved-rrb-, if a foreign country invaded another and set up elections , wouldn't a reasonable person question the validity of the election results ?
2025-04-29 09:56:33.656 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (22, 22)} | Text: i didn't particularly like the the tone about the the religious uh-- side of-- the that election .
2025-04-29 09:56:33.673 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (37, 37), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (18, 18), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: well , you kind of hit on some of my sentiments , um , i'm a fifty-year-old black male , and this was my first election that i participated in .
2025-04-29 09:56:33.675 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (5, 5), (7, 7), (9, 9), (1, 1), (3, 3), (2, 2), (6, 6)} | Text: he lost an election to a dead man .
2025-04-29 09:56:33.688 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(56, 56), (43, 43), (52, 52), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (48, 48), (34, 34), (11, 11), (53, 53), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (49, 49), (8, 8), (27, 27), (36, 36), (45, 45), (54, 54), (13, 13), (32, 32), (18, 18), (55, 55), (41, 41), (50, 50), (51, 51), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: now , i would hope that sooner rather than later we could see a civilian government emerge in iraq , a democratically elected one , that there'd be more cooperation from the international community , on both the peacekeeping side as well as the political restructuring that's necessary in iraq .
2025-04-29 09:56:33.692 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (22, 22), (15, 15)} | Text: if anyone has a right to call the elections ` ` illegitimate'' it would be the shi'ites .
2025-04-29 09:56:33.706 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (6, 6), (15, 15)} | Text: the clerics had encouraged sunnis to boycott the elections because of the presence of us and foreign troops .
2025-04-29 09:56:33.708 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (14, 14), (7, 7), (16, 16), (9, 9), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: do you think the elections scheduled for january will take place , and if not , then what ?
2025-04-29 09:56:33.710 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (14, 14), (7, 7), (9, 9), (1, 1), (10, 10), (3, 3), (12, 12), (2, 2), (6, 6), (11, 11)} | Text: it is pretty bizarre , considering how long they had to organize elections .
2025-04-29 09:56:33.719 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (14, 14), (7, 7), (9, 9), (1, 1), (13, 13), (10, 10), (12, 12), (6, 6), (11, 11)} | Text: he came to office in 1991 and served two five-year terms .
2025-04-29 09:56:33.721 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (14, 14), (7, 7), (9, 9), (1, 1), (13, 13), (10, 10), (3, 3), (12, 12), (2, 2), (6, 6), (11, 11), (15, 15)} | Text: he won his first election in 1928 , the office of the county superintendent .
2025-04-29 09:56:33.723 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (7, 7), (9, 9), (3, 3), (2, 2), (6, 6), (11, 11)} | Text: elections did you vote in the recent us presidential election ?
2025-04-29 09:56:33.727 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (25, 25), (26, 26), (35, 35), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: -lrb-of course , the republicans would have thought the wa state election * was * perfect , had their candidate held the same 100 and some vote margin when all the smoke finally cleared-rrb-.
2025-04-29 09:56:33.735 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(56, 56), (43, 43), (52, 52), (20, 20), (29, 29), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (48, 48), (57, 57), (34, 34), (11, 11), (53, 53), (30, 30), (16, 16), (25, 25), (58, 58), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (49, 49), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (54, 54), (13, 13), (32, 32), (18, 18), (55, 55), (41, 41), (50, 50), (59, 59), (51, 51), (60, 60), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (46, 46), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (47, 47), (15, 15)} | Text: see for a confirmation of the electoral arithmetic : the states where lincoln got an abolute majority of the popular vote-lrb-i . e . , all the free states except oregon , california , and new jersey-rrb-were sufficient to bring him a majority in the electoral college .
2025-04-29 09:56:33.739 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (27, 27), (20, 20), (29, 29), (13, 13), (18, 18), (2, 2), (15, 15), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (23, 23), (9, 9), (1, 1), (25, 25), (10, 10), (19, 19), (3, 3), (12, 12), (21, 21), (28, 28), (6, 6), (22, 22), (24, 24)} | Text: in addition , they are restricted from moving freely in their own country and / or their own city , would that not restricted their election related activities ?
2025-04-29 09:56:33.740 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (14, 14), (7, 7), (9, 9), (1, 1), (13, 13), (10, 10), (3, 3), (12, 12), (2, 2), (6, 6), (11, 11), (15, 15)} | Text: he won his first election in 1928 , the office of the county superintendent .
2025-04-29 09:56:33.741 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (14, 14), (7, 7), (9, 9), (1, 1), (13, 13), (10, 10), (12, 12), (6, 6), (11, 11)} | Text: he came to office in 1991 and served two five-year terms .
2025-04-29 09:56:33.744 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (5, 5), (7, 7), (9, 9), (1, 1), (13, 13), (10, 10), (3, 3), (2, 2), (6, 6), (11, 11)} | Text: what is strange is everyone knows who won , sistani won .
2025-04-29 09:56:33.752 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(20, 20), (29, 29), (33, 33), (2, 2), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (8, 8), (17, 17), (27, 27), (13, 13), (32, 32), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: i hope that the united states army will leave iraq soon , and we will have free election for a free government for a free future for iraq and the people for iraq .
2025-04-29 09:56:33.758 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(43, 43), (20, 20), (38, 38), (33, 33), (37, 37), (39, 39), (42, 42), (2, 2), (48, 48), (34, 34), (11, 11), (30, 30), (7, 7), (16, 16), (25, 25), (26, 26), (35, 35), (44, 44), (3, 3), (12, 12), (21, 21), (22, 22), (31, 31), (40, 40), (8, 8), (17, 17), (27, 27), (36, 36), (45, 45), (13, 13), (32, 32), (18, 18), (41, 41), (4, 4), (5, 5), (14, 14), (23, 23), (9, 9), (1, 1), (24, 24), (10, 10), (19, 19), (28, 28), (6, 6), (15, 15)} | Text: bob , i think that the reason everybody in the south-- you know , first of all , we were-- when franklin roosevelt was elected president , we had been living what we thought was still a conquered nation after the civil war .
2025-04-29 09:56:33.763 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(8, 8), (17, 17), (20, 20), (13, 13), (18, 18), (2, 2), (11, 11), (4, 4), (5, 5), (14, 14), (7, 7), (16, 16), (1, 1), (10, 10), (19, 19), (3, 3), (12, 12), (6, 6), (15, 15)} | Text: the sunni's now claim that the vote is not legitimate because they didn't vote .
2025-04-29 09:56:33.768 | ERROR    | extractor.eval_extractor:eval:55 - [ERROR] False positive samples: {(4, 4), (8, 8), (5, 5), (7, 7), (9, 9), (1, 1), (3, 3), (12, 12), (2, 2), (6, 6), (11, 11)} | Text: you are talking about physically restricted to vote at election day .
